acc.date,type,reg,operator,fat,location,dmg,acc.year,acc_type
2022-06-13,Cessna,N550GX,Northern Meridian LLC,0.0,"Fargo-Hector International Airport, ND (FAR)",sub,2022.0,Non-Fatal
2022-06-15,Beechcraft,OO-LET,ASL - Air Service Liege,0.0,Liège Airport (LGG),sub,2022.0,Non-Fatal
2022-06-16,Boeing,9S-ABJ,Gomair,0.0,Kananga Airport (KGA),sub,2022.0,Non-Fatal
2022-06-17,Boeing,F-GSPQ,Air France,0.0,"New York-John F. Kennedy International Airport, NY (JFK)",min,2022.0,Non-Fatal
2022-06-17,Airbus,EI-EJL,ITA Airways,0.0,"New York-John F. Kennedy International Airport, NY (JFK)",min,2022.0,Non-Fatal
2022-06-21,McDonnell Douglas,HI1064,RED Air,0.0,"Miami International Airport, FL (MIA)",w/o,2022.0,Non-Fatal
2022-06-21,Antonov,RA-17742,Techservice,2.0,"46 km SE of Sebyan-Kyuel, Kobyaysky District",w/o,2022.0,Fatal
2022-06-22,Learjet,YV3304,private,6.0,7 km SSE of Charallave-Óscar Machado Zuloaga Airport,w/o,2022.0,Fatal
2022-06-22,Antonov,30001,NPP Mir,0.0,70 km SE of Olenyok Airport (ONK),sub,2022.0,Non-Fatal
2022-06-24,Fokker,5Y-CCE,Icon Aviation,0.0,Juba Airport (JUB),unk,2022.0,Non-Fatal
2022-06-24,Ilyushin,RF-78778,Russian Air Force,5.0,5 km ESE of Ryazan-Dyagilevo Air Base,w/o,2022.0,Fatal
2022-06-25,de Havilland Canada DHC-8-402Q Dash 8,JA854A,"All Nippon Airways - ANA, opb ANA Wings",0.0,40 km WSW of Tokushima Airport,non,2022.0,Non-Fatal
2022-06-26,Cessna,N265KP,Alaska Seaplanes,0.0,"Elfin Cove Seaplane Base, AK (ELV)",sub,2022.0,Non-Fatal
,Antonov,RA-17951,Voskhod LLC,0.0,near Oymyakon Airfield,sub,,Non-Fatal
2022-07-01,Antonov,UR-11316,Motor Sich,0.0,Uzhgorod Airport (UKLU),sub,2022.0,Non-Fatal
2022-07-01,Boeing,N480WN,Southwest Airlines,0.0,"Santa Ana-John Wayne International Airport, CA (SNA/KSNA)",non,2022.0,Non-Fatal
2022-07-01,Learjet,LV-BPA,Flying America SA,4.0,"Río Grande-Gobernador Ramón Trejo Noel International Airport, TF (RGA)",w/o,2022.0,Fatal
2022-07-13,Gulfstream,HZ-A23,Alpha Star Aviation Services,0.0,Jeddah-King Abdulaziz International Airport (JED),sub,2022.0,Non-Fatal
2022-07-13,Cessna,N877FE,Corporate Air,0.0,"Salt Lake City International Airport, UT (SLC)",sub,2022.0,Non-Fatal
2022-07-15,Raytheon,N400MX,"Aircraft Management Group, Inc",0.0,"Brunswick-Glynco Jetport, GA (BQK)",sub,2022.0,Non-Fatal
2022-07-15,Antonov,RA-02240,private,2.0,"Prochnookopskaya, Novokubansky district, Krasnodar region",sub,2022.0,Fatal
2022-07-16,Boeing,JA807X,Solaseed Air,0.0,120 km SW of Naha Airport,non,2022.0,Non-Fatal
2022-07-16,Fokker,5Y-JSN,Icon Aviation,0.0,Rubkona Airport,sub,2022.0,Non-Fatal
2022-07-16,Antonov,UR-CIC,Meridian,8.0,16 km W of Kavala,w/o,2022.0,Fatal
2022-07-18,Fokker,5Y-JXN,Jubba Airways,0.0,Mogadishu Aden Adde International Airport (MGQ),w/o,2022.0,Non-Fatal
2022-07-20,Airbus,HA-LGA,Wizz Air,0.0,Budapest Ferenc Liszt International Airport (BUD/LHBP),non,2022.0,Non-Fatal
2022-07-21,Cessna,C-GDCP,Anderson Air,0.0,"Kotzebue-Ralph Wien Memorial Airport, AK (OTZ)",sub,2022.0,Non-Fatal
2022-07-22,Antonov,ST-AUD,Crop Protection Company,0.0,W of Omdurman Al Hara,sub,2022.0,Non-Fatal
2022-07-24,Boeing,N945AT,Delta Air Lines,0.0,"Montreal-Pierre Elliott Trudeau International Airport, QC (YUL)",sub,2022.0,Non-Fatal
2022-07-25,Airbus,N950AV,Avianca,0.0,Rionegro/Medellín-José María Córdova Airport (MDE/SKRG),non,2022.0,Non-Fatal
2022-07-27,Bombardier,N557XJ,VistaJet,0.0,"San Francisco, CA",non,2022.0,Non-Fatal
2022-07-28,de Havilland Canada DHC-3T Vazar Turbine Otter,N320KT,Rust's Flying Service,0.0,"Talkeetna Airport, AK (TKA)",sub,2022.0,Non-Fatal
2022-07-29,CASA,N497CA,Rampart Aviation,1.0,"Raleigh/Durham Airport, NC (RDU)",sub,2022.0,Fatal
2022-07-30,Boeing,HS-DBR,Nok Air,0.0,Chiang Rai-Mae Fah Luang International Airport (CEI),sub,2022.0,Non-Fatal
2022-08-05,Boeing,A7-BFH,Qatar Airways Cargo,0.0,"Chicago-O'Hare International Airport, IL (ORD/KORD)",sub,2022.0,Non-Fatal
2022-08-06,Boeing,N540US,Delta Air Lines,0.0,"Atlanta Hartsfield-Jackson International Airport, GA (ATL/KATL)",sub,2022.0,Non-Fatal
2022-08-07,IAI,PR-OMX,Brasil Vida Táxi Aéreo,0.0,"Goiânia-Nacional de Aviação Aerodrome, GO (SBNV)",sub,2022.0,Non-Fatal
2022-08-15,Cessna,N977MR,"Raber Flight Services, LLC",0.0,"Aspen-Pitkin County Airport, CO (ASE/KASE)",sub,2022.0,Non-Fatal
2022-08-17,Antonov,RA-47848,Angara Airlines,0.0,Ust-Kut Airport (UKX),sub,2022.0,Non-Fatal
2022-08-19,Boeing,N73270,United Airlines,0.0,"Pharisburg, OH",non,2022.0,Non-Fatal
2022-08-20,Beechcraft,N399TS,PACC Air,0.0,"Oshkosh-Wittman Field, WI (OSH)",sub,2022.0,Non-Fatal
2022-08-29,Boeing,N946AT,Delta Air Lines,0.0,"E of Detroit, MI",non,2022.0,Non-Fatal
2022-08-30,Cessna,PK-SNW,Smart Cakrawala Aviation,0.0,Sinak Airport (NKD),sub,2022.0,Non-Fatal
2022-08-31,Cessna,N208JM,Private,0.0,ca 1 km S of Abu Dhabi-Bateen Airport (AZI),w/o,2022.0,Non-Fatal
2022-09-01,Boeing,N76529,United Airlines,0.0,"Denver International Airport, CO (DEN/KDEN)",non,2022.0,Non-Fatal
2022-09-02,Antonov,RA-56534,2nd Arkhangelsk United Aviation Division,0.0,Nes,sub,2022.0,Non-Fatal
2022-09-03,Shorts,SP-HIP,SkyForce,2.0,2 km SSW of Piotrków Trybunalski-Bujny Airport,w/o,2022.0,Fatal
2022-09-04,Airbus,N113DQ,Delta Air Lines,0.0,"near New York-La Guardia Airport, NY (LGA/KLGA)",non,2022.0,Non-Fatal
2022-09-04,Boeing,D-AALU,AeroLogic,0.0,Frankfurt International Airport (FRA/EDDF),non,2022.0,Non-Fatal
2022-09-04,de Havilland Canada DHC-3T Turbine Otter,N725TH,Friday Harbor Seaplane Tours,10.0,"3 km SW off Freeland, WA",w/o,2022.0,Fatal
2022-09-04,Cessna,OE-FGR,GG Rent,4.0,37 km NW off Ventspils (Baltic Sea),w/o,2022.0,Fatal
2022-09-07,Cessna,N15TZ,"BVS, Inc",0.0,"Phoenix-Mesa Gateway Airport, AZ (AZA)",sub,2022.0,Non-Fatal
2022-09-09,Learjet,N26FN,Strategic Airborne Operations,0.0,"San Diego-North Island NAS, CA (NZY)",sub,2022.0,Non-Fatal
2022-09-09,Cirrus,N77VJ,TAC9 Inc.,0.0,"10 km SSW of Kissimmee Gateway Airport, FL (ISM)",sub,2022.0,Non-Fatal
2022-09-10,Antonov,9S-GAX,TRACEP-Congo Aviation,3.0,13 km W of Bukavu-Kavumu Airport (BKY),w/o,2022.0,Fatal
2022-09-10,Cessna,PT-MES,Piquiatuba Táxi Aéreo,1.0,"near Porto Trombetas, PA",w/o,2022.0,Fatal
2022-09-15,Fairchild,XA-UMW,Aeronaves TSM,0.0,near Ramos Arizpe,sub,2022.0,Non-Fatal
2022-09-19,Beechcraft,TN-AIQ,Equaflight Services,0.0,Pointe-Noire Agostinho-Neto International Airport (PNR),sub,2022.0,Non-Fatal
2022-09-20,Dassault,ZS-PKR,Pepkor Group,0.0,Pietermaritzburg Airport (PZB),sub,2022.0,Non-Fatal
2022-09-20,Cessna,N528DV,Pacific Cataract & Laser Institute Inc Pc,0.0,"Pasco-Tri-Cities Airport, WA (PSC)",w/o,2022.0,Non-Fatal
2022-09-20,British Aerospace,OB-2152,SAETA Peru,1.0,El Estrecho Airport (SPEE),sub,2022.0,Fatal
2022-09-21,Britten-Norman,8R-GGT,Jags Aviation,0.0,Eteringbang Airport (SYET),sub,2022.0,Non-Fatal
2022-09-21,Rockwell,XB-RXG,private,0.0,within Zulia,w/o,2022.0,Non-Fatal
2022-09-22,Boeing,TC-SOG,SunExpress,0.0,Köln/Bonn-Konrad Adenauer Airport (CGN/EDDK),sub,2022.0,Non-Fatal
2022-09-22,Antonov,ST-AUE,Crop Protection Company,0.0,"Yassin, east Darfur",sub,2022.0,Non-Fatal
2022-09-24,Boeing,EC-NLS,"Swiftair, opf West Atlantic (UK)",0.0,Montpellier-Méditerranée Airport (MPL),sub,2022.0,Non-Fatal
2022-09-25,Boeing,HP-1539CMP,Copa Airlines,0.0,Panama City-Tocumen International Airport (PTY),sub,2022.0,Non-Fatal
2022-09-25,Fokker,5Y-FAI,Freedom Airline Express,0.0,Nairobi-Jomo Kenyatta International Airport (NBO/HKJK),sub,2022.0,Non-Fatal
2022-09-27,Cessna,N409ST,ABS Equipment Leasing,0.0,"Waco-McGregor Executive Airport, TX (KPWG)",sub,2022.0,Non-Fatal
2022-09-28,Boeing,TF-FIK,Icelandair Flugfélag Islands,0.0,London-Heathrow Airport (LHR),sub,2022.0,Non-Fatal
2022-09-28,Boeing,HL7782,Korean Air,0.0,London-Heathrow Airport (LHR),sub,2022.0,Non-Fatal
2022-09-29,Boeing,N7881A,Southwest Airlines,0.0,"Denver International Airport, CO (DEN/KDEN)",non,2022.0,Non-Fatal
2022-10-01,Boeing,F-GZHA,Transavia France,0.0,Nantes Atlantique Airport (NTE),sub,2022.0,Non-Fatal
2022-10-03,Boeing,JA07RK,Japan Transocean Air,0.0,near Miho Airport,non,2022.0,Non-Fatal
2022-10-03,Embraer,N179SP,Partee Aviation LLC,0.0,"Houston-William P. Hobby Airport, TX (HOU)",sub,2022.0,Non-Fatal
2022-10-03,Britten-Norman,VH-WQA,Torres Strait Air,0.0,"Moa Island, Torres Strait",sub,2022.0,Non-Fatal
2022-10-05,ATR,SX-EIT,Sky Express,0.0,Athens-Elefthérios Venizélos International Airport (ATH/LGAV),sub,2022.0,Non-Fatal
2022-10-12,Honda HA-420 HondaJet,N704JT,Jupiter Aviation LLC,0.0,"West Michigan Regional Airport (BIV/KBIV), Holland, MI",sub,2022.0,Non-Fatal
2022-10-13,de Havilland Canada DHC-3T Vazar Turbine Otter,C-FDDX,True North Airways,0.0,"Lac PLuto, QC",w/o,2022.0,Non-Fatal
2022-10-13,Cessna,OB-2228,SAETA Peru,0.0,near Jeberos,w/o,2022.0,Non-Fatal
2022-10-18,Beechcraft,C6-OFM,Flamingo Air Charter,0.0,Black Point Airstrip (MYEB),sub,2022.0,Non-Fatal
2022-10-19,de Havilland Canada DHC-8-314 Dash 8,C-GJYZ,Perimeter Aviation,0.0,"Sandy Lake Airport, ON (ZSJ)",sub,2022.0,Non-Fatal
2022-10-22,Boeing,EI-EKJ,Ryanair,0.0,Agadir-Al Massira International Airport (AGA/GMAA),non,2022.0,Non-Fatal
2022-10-23,Airbus,HL7525,Korean Air,0.0,Mactan-Cebu International Airport (CEB),sub,2022.0,Non-Fatal
2022-10-25,Cessna,PK-RVA,Reven Global Transpor,0.0,Ilaga Airport (ILA/WABL),sub,2022.0,Non-Fatal
2022-10-27,Canadair,I-DPCN,Vigili del Fuoco,2.0,"near Linguaglossa, Sicily",w/o,2022.0,Fatal
2022-10-28,Embraer,FAU-583,Fuerza Aérea Uruguaya - FAU,0.0,Montevideo-Carrasco Airport (MVD),sub,2022.0,Non-Fatal
2022-11-02,Airbus,N519NK,Spirit Airlines,0.0,"near New Orleans, LA",non,2022.0,Non-Fatal
2022-11-03,Eclipse,N150NE,Elite Flight Travel,0.0,"Mesa-Falcon Field, AZ (MSC)",sub,2022.0,Non-Fatal
2022-11-03,Let,9S-GPK,Goma Express,3.0,c 115 km ESE of Kasese,w/o,2022.0,Fatal
2022-11-06,Cessna,AMB 0956,Aviación Militar Bolivariana,5.0,3 km from Puerto Ayacucho Airport (PYH),w/o,2022.0,Fatal
2022-11-06,ATR,5H-PWF,Precision Air,19.0,off Bukoba Airport (BKZ),sub,2022.0,Fatal
2022-11-07,ATR,JA06JC,Japan Air Commuter,0.0,Kagoshima Airport (KOJ/RJFK),non,2022.0,Non-Fatal
2022-11-09,Boeing,N963WN,Southwest Airlines,0.0,"Chicago-O'Hare International Airport, IL (ORD/KORD)",sub,2022.0,Non-Fatal
2022-11-09,Boeing,N909NN,American Airlines,0.0,"Chicago-O'Hare International Airport, IL (ORD/KORD)",sub,2022.0,Non-Fatal
2022-11-10,Boeing,N316SE,American Airlines,0.0,"SE of Miami, FL",non,2022.0,Non-Fatal
2022-11-14,Antonov,CU-A1885,Risk Mondial Aviation & Recovery,0.0,"W of Miami-Dade County, FL",sub,2022.0,Non-Fatal
2022-11-15,Honda HA-420 HondaJet,N789RJ,Andersen Air LLC,0.0,"Salt Lake City International Airport, UT (SLC)",sub,2022.0,Non-Fatal
2022-11-15,Fairchild,N247DH,Ameriflight,0.0,"Pewaukee, WI",sub,2022.0,Non-Fatal
2022-11-17,Embraer,C6-CAB,LeAir Charter Services,0.0,Nassau-Lynden Pindling International Airport (NAS/MYNN),min,2022.0,Non-Fatal
2022-11-17,Beechcraft,VH-NYA,Penjet Pty Ltd,0.0,"Fortnum Airport (YFOR), Fortnum, WA",sub,2022.0,Non-Fatal
2022-11-18,Cessna,N2069B,Raisbeck Engineering,4.0,"near Snohomish, WA",w/o,2022.0,Fatal
2022-11-19,Airbus,N330NW,Delta Air Lines,0.0,"near Omaha-Eppley Airfield (OMA/KOMA), Omaha, NE",sub,2022.0,Non-Fatal
2022-11-20,Boeing,TF-BBM,"Bluebird Cargo, opf ASL Airlines Belgium",0.0,Paris-Charles de Gaulle Airport (CDG),sub,2022.0,Non-Fatal
2022-11-25,Cirrus,N15VJ,Verijet,0.0,"1,6 km SW of Indianapolis Regional Airport, IN",sub,2022.0,Non-Fatal
2022-11-28,Airbus,PR-AIY,Azul Linhas Aéreas Brasileiras,0.0,"near Manaus, AM",non,2022.0,Non-Fatal
2022-11-29,Boeing,N946WN,Southwest Airlines,0.0,"near Denver, CO",non,2022.0,Non-Fatal
2022-11-29,Learjet,N988MC,Jett Aircraft,0.0,"Batesville Regional Airport, AR (BVX)",sub,2022.0,Non-Fatal
2022-11-30,Learjet,N12FN,Aery Aviation,0.0,"Newport News/Williamsburg International Airport, VA (PHF)",sub,2022.0,Non-Fatal
2022-12-01,Learjet,N979RF,"REVA, Inc.",0.0,Guantánamo Naval Air Station (NBW),sub,2022.0,Non-Fatal
2022-12-03,Embraer,N85356,Mesa Airlines,0.0,"Taneytown, MD",non,2022.0,Non-Fatal
2022-12-07,British Aerospace,CC-ACO,Antarctic Airways,0.0,Iquique-Diego Aracena International Airport (IQQ/SCDA),sub,2022.0,Non-Fatal
2022-12-08,Boeing,N649UA,United Airlines,0.0,"near Albany, NJ",non,2022.0,Non-Fatal
2022-12-15,Swearingen,N398KL,Key Lime Air,0.0,"Wichita Dwight D. Eisenhower National Airport, KS (ICT)",sub,2022.0,Non-Fatal
2022-12-17,de Havilland Canada DHC-8-402QPF Dash 8,5Y-VVY,Blue Bird Aviation,0.0,Abudwak Airstrip,sub,2022.0,Non-Fatal
2022-12-18,Airbus,N393HA,Hawaiian Airlines,0.0,"65 nm NNE of Maui, HI",min,2022.0,Non-Fatal
2022-12-18,Boeing,N87531,United Airlines,0.0,"near Cobán, Alta Verapaz",non,2022.0,Non-Fatal
2022-12-22,Boeing,C-FVNF,Air Canada,0.0,45 nm E of Tokyo-Narita Airport (NRT/RJAA),unk,2022.0,Non-Fatal
2022-12-23,de Havilland Canada DHC-6 Twin Otter 300,PK-OTY,Rimbun Air,0.0,Moanemani Airport (ONI),sub,2022.0,Non-Fatal
2022-12-24,Gulfstream,N456FX,Flexjet LLC,0.0,"Miami, Florida",non,2022.0,Non-Fatal
2022-12-26,Boeing,ET-APL,Ethiopian Airlines,0.0,Mogadishu Aden Adde International Airport (MGQ/HCMM),sub,2022.0,Non-Fatal
2022-12-26,Boeing,EI-HEY,Ryanair,0.0,Bremen Airport (BRE/EDDW),non,2022.0,Non-Fatal
2022-12-26,Boeing,C5-MAB,"Tarco Aviation, lsf Mid Africa Aviation",0.0,Mogadishu Aden Adde International Airport (MGQ),sub,2022.0,Non-Fatal
2022-12-27,Embraer,N16DF,Skystallion LLC,0.0,"Hawthorne Airport, CA (HHR)",sub,2022.0,Non-Fatal
2022-12-30,Canadair,XB-SGV,private,2.0,near Venado,w/o,2022.0,Fatal
2022-12-31,Cessna,5X-GBR,BAR Aviation,0.0,Mweya Airport (HUMW),w/o,2022.0,Non-Fatal
2021-01-02,Beechcraft,N831WP,"Vagus Group, Inc.",0.0,"White Plains-Westchester County Airport, NY (HPN)",min,2021.0,Non-Fatal
2021-01-02,Learjet,PP-BBV,Brasil Vida Táxi Aéreo,0.0,"Diamantina Airport, MG (DTI)",sub,2021.0,Non-Fatal
2021-01-09,Cessna,N3RB,SX Transport LLC,1.0,"23 km SE of Pine Grove, OR",w/o,2021.0,Fatal
2021-01-09,Boeing,PK-CLC,Sriwijaya Air,62.0,19 km NE of Jakarta-Soekarno-Hatta International Airport (CGK),w/o,2021.0,Fatal
2021-01-17,Boeing,A6-EPN,Emirates,0.0,Nicosia FIR,non,2021.0,Non-Fatal
2021-01-19,Avro RJ85,G-JOTR,Jota Aviation,0.0,London-Biggin Hill Airport (BQH),sub,2021.0,Non-Fatal
2021-01-19,Boeing,G-JMCY,West Atlantic UK,0.0,Exeter Airport (EXT/EGTE),sub,2021.0,Non-Fatal
2021-01-23,Canadair,N275JP,Global Avionics LLC,0.0,Los Mochis-Federal Airport (LMM),unk,2021.0,Non-Fatal
2021-01-23,North American Rockwell Sabreliner 60,XB-JMR,Aviacion Ejecutiva del Bajio,0.0,"Rocky Point, Clarendon",sub,2021.0,Non-Fatal
2021-01-24,Raytheon,N476BJ,Martinair Inc.,0.0,"Binghamton Airport, NY (BGM)",sub,2021.0,Non-Fatal
2021-01-26,Harbin,AF-222,Zambian Air Force,0.0,Mukinge Mission Airstrip,sub,2021.0,Non-Fatal
2021-01-28,Beechcraft,N217US,MM-Air LLC,0.0,"Davenport Airport, IA (DVN)",sub,2021.0,Non-Fatal
2021-02-01,Boeing,JA13KZ,Nippon Cargo Airlines,0.0,Tokyo-Narita International Airport (NRT/RJAA),sub,2021.0,Non-Fatal
2021-02-08,Airbus,N918NK,Spirit Airlines,0.0,"Fort Lauderdale, Florida",non,2021.0,Non-Fatal
2021-02-08,Embraer,9H-FAM,Luxwing,0.0,Paris-Le Bourget Airport (LBG),sub,2021.0,Non-Fatal
2021-02-09,Antonov,RF-95416,Russian Air Force,0.0,Iturup Airport (ITU),sub,2021.0,Non-Fatal
2021-02-10,Airbus,HZ-FAB,Flyadeal,0.0,Abha International Airport (OHB),sub,2021.0,Non-Fatal
2021-02-13,Dassault,N823RC,Aerospike Iron LLC,0.0,"San Diego-Montgomery-Gibbs Executive Airport, CA (MYF)",sub,2021.0,Non-Fatal
2021-02-14,de Havilland Canada DHC-6 Twin Otter 300,8Q-RAE,Manta Air,0.0,Malé-Velana International Airport (MLE),sub,2021.0,Non-Fatal
2021-02-15,de Havilland Canada DHC-6 Twin Otter 300,F-RACA,Armée de l'air et de l'espace,0.0,Blois-Le-Breuil airfield (LFOQ),sub,2021.0,Non-Fatal
2021-02-18,Learjet,N559RA,Royal Air Freight,0.0,"Jeffersonville-Clark Regional Airport, IN (JVY)",sub,2021.0,Non-Fatal
2021-02-20,Boeing,VT-GHE,Air India Express,0.0,Vijayawada Airport (VGA),sub,2021.0,Non-Fatal
2021-02-20,de Havilland Canada DHC-3T Vazar Turbine Otter,C-FFVZ,Wings Over Kississing,0.0,"Kaskattama Airstrip, MB",sub,2021.0,Non-Fatal
2021-02-21,Learjet,3912,Fuerza Aérea Mexicana,6.0,near Xalapa Airport (JAL),w/o,2021.0,Fatal
2021-02-21,Beechcraft,NAF201,Nigerian Air Force - NAF,7.0,NE of Abuja-Nnamdi Azikiwe International Airport (ABV),w/o,2021.0,Fatal
2021-02-26,Antonov,UP-A0351,Asia Continental Airlines,0.0,near Boraldai,sub,2021.0,Non-Fatal
2021-02-28,Douglas,HK-2006,ALIANSA Colombia,0.0,Monfort Airport (MFB),sub,2021.0,Non-Fatal
2021-03-01,ATR,7T-VUK,Air Algérie,0.0,Ghardaïa-Noumérat Airport (GHA),unk,2021.0,Non-Fatal
2021-03-01,Beechcraft,B-10GD,"Beidahuang General Airlines, opf China Met, Administration",5.0,"Shanghu, Ji'an County",w/o,2021.0,Fatal
2021-03-02,Let,(HK-4274),South Sudan Supreme Airlines,10.0,Pieri,w/o,2021.0,Fatal
2021-03-04,Fokker,EP-CFM,Iran Air,0.0,Isfahan Airport,non,2021.0,Non-Fatal
2021-03-07,Embraer,N233SW,Berry Aviation,0.0,"Detroit-Willow Run Airport, MI (YIP)",sub,2021.0,Non-Fatal
2021-03-10,Cessna,PK-MAD,Mission Aviation Fellowship - MAF,0.0,Angguruk Airstrip,sub,2021.0,Non-Fatal
2021-03-12,Cessna,N407GV,Grant Aviation,0.0,"Chevak Airport, AK (VAK)",sub,2021.0,Non-Fatal
2021-03-13,Antonov,02 white,Kazakhstan Border Guards,4.0,Almaty Airport (ALA),w/o,2021.0,Fatal
2021-03-15,Boeing,N789AN,American Airlines,0.0,"Fort Worth, Texas",non,2021.0,Non-Fatal
2021-03-16,Bombardier,N706SK,Skywest Airlines,0.0,"Los Angeles International Airport, CA (LAX/KLAX)",non,2021.0,Non-Fatal
2021-03-18,Airbus,XA-VAZ,Viva Aerobus,0.0,Puerto Vallarta-Gustavo D. Ordaz Airport (PVR),sub,2021.0,Non-Fatal
2021-03-19,Antonov,YV3312,Venezuela Flight Canaima,0.0,Kapaure,sub,2021.0,Non-Fatal
2021-03-20,Cessna,5Y-JKN,Aeronav Air Services,2.0,"3,5 km SW of Marsabit Airport (RBT)",w/o,2021.0,Fatal
2021-03-20,Boeing,PK-YSF,Trigana Air Service,0.0,Jakarta-Halim Perdana Kusuma Airport (HLP),sub,2021.0,Non-Fatal
2021-03-23,Saab,SP-KPU,SprintAir,0.0,Gdansk-Lech Walesa Airport (GDN),sub,2021.0,Non-Fatal
2021-03-26,Beechcraft,5Y-NJS,West Wind Aviation Ltd.,0.0,Nairobi,w/o,2021.0,Non-Fatal
2021-03-28,Embraer,N650AE,"American Eagle , opb Piedmont Airlines",0.0,"Charlotte-Douglas International Airport, NC (CLT/KCLT)",non,2021.0,Non-Fatal
2021-04-02,Boeing,9H-QCJ,Malta Air,0.0,Malta-Luqa Airport (MLA),min,2021.0,Non-Fatal
2021-04-03,Cessna,N215MC,Everts Air Cargo,0.0,"Fairbanks International Airport, AK (FAI/PAFA)",sub,2021.0,Non-Fatal
2021-04-08,Antonov,RA-40...,Unknown,0.0,Omsk,w/o,2021.0,Non-Fatal
2021-04-09,Boeing,10-0223,United States Air Force - USAF,0.0,"Charleston AFB, SC (CHS)",sub,2021.0,Non-Fatal
2021-04-14,Cessna,JA001T,private,0.0,"3,7 km W of Osaka/Yao Airport (RJOY)",sub,2021.0,Non-Fatal
2021-04-15,Learjet,N354EF,Med Air Inc,0.0,"Colorado Springs Airport, CO (COS/KCOS)",sub,2021.0,Non-Fatal
2021-04-16,Beechcraft,N991AK,Lake Clark Air,0.0,"Chignik-Lagoon Airport, AK (KCL)",sub,2021.0,Non-Fatal
2021-04-18,Learjet,XB-PIZ,Unknown,0.0,Toluca-Licenciado Adolfo López Mateos International Airport (TLC),sub,2021.0,Non-Fatal
2021-04-20,Learjet,PR-MLA,Eletric Power Construção,1.0,"Belo Horizonte/Pampulha - Carlos Drummond de Andrade Airport, MG (PLU)",w/o,2021.0,Fatal
2021-04-26,Cessna,N143CA,Haugland Group Aviation LLC,0.0,"near Laceyville, PA",sub,2021.0,Non-Fatal
2021-05-01,Cessna,N803SC,STB Aviation LLC,0.0,"Charleston Executive Airport, SC (KJZI)",sub,2021.0,Non-Fatal
2021-05-05,Gulfstream,N22ST,TLD Aviation I LLC,0.0,"Ridgeland Airport, SC",sub,2021.0,Non-Fatal
2021-05-06,Beechcraft,VT-MPQ,Government of Madhya Pradesh,0.0,Gwalior Airport (GWL),sub,2021.0,Non-Fatal
2021-05-10,ATR,B-17010,Uni Air,0.0,Nangang Island-Matsu Nangan Airport (LZN),sub,2021.0,Non-Fatal
2021-05-12,Boeing,EI-EGA,Ryanair,0.0,Alicante Airport (ALC/LEAL),non,2021.0,Non-Fatal
2021-05-12,Swearingen,N280KL,Key Lime Air,0.0,"5,9km N of Denver-Centennial Airport, CO (APA)",sub,2021.0,Non-Fatal
2021-05-13,Cessna,CC-DBB,Skydive Andes,0.0,Melipilla-Los Cuatro Diablos Airport (SCME),unk,2021.0,Non-Fatal
2021-05-19,Hawker,XB-R..,private,0.0,"Sayaxché, Petén",w/o,2021.0,Non-Fatal
2021-05-20,IAI,N388WA,private,0.0,"Parque Laguna del Tigre, San Andrés, Petén",sub,2021.0,Non-Fatal
2021-05-21,Boeing,N289CT,Southwest Airlines,0.0,"Chicago-O'Hare International Airport, IL (ORD/KORD)",min,2021.0,Non-Fatal
2021-05-21,Antonov,RA-33373,Utair,0.0,Laytamak Airstrip,sub,2021.0,Non-Fatal
2021-05-21,Beechcraft,NAF203,Nigerian Air Force - NAF,11.0,near Kaduna Airport (KAD),w/o,2021.0,Fatal
2021-05-28,Boeing,HL7528,Asiana Airlines,0.0,"over Yesan , Chungcheongnam-do",non,2021.0,Non-Fatal
2021-05-28,Boeing,N834NN,American Airlines,0.0,"Dallas/Fort Worth International Airport, TX (DFW/KDFW)",sub,2021.0,Non-Fatal
2021-05-29,Cessna,N66BK,JL&GL Productions LP,7.0,"near Smyrna Airport, TN (MQY)",w/o,2021.0,Fatal
2021-05-30,ATR,SX-THR,Sky Express,0.0,Alexandroupolis-Demokritos Airport (AXD),sub,2021.0,Non-Fatal
2021-06-02,Beechcraft,N219VP,Alpine Air Express,0.0,"Denver International Airport, CO (DEN/KDEN)",sub,2021.0,Non-Fatal
2021-06-03,Cessna,PK-DPT,Dabi Air Nusantara,0.0,Ilaga Airport (ILA),w/o,2021.0,Non-Fatal
2021-06-04,Honda HA-420 HondaJet,N10XN,GF Aviation LLC,0.0,"Atlanta-Cobb County-Mc Collum Field, GA (KRYY)",sub,2021.0,Non-Fatal
2021-06-05,Cessna,N103AN,Paraclub Wiener Neustadt,0.0,Wiener Neustadt West Air Base,sub,2021.0,Non-Fatal
2021-06-07,Boeing,VT-TGE,Vistara,0.0,W of Kolkata,non,2021.0,Non-Fatal
2021-06-10,Beechcraft,4610,Tatmadaw Lei (Myanmar Air Force),12.0,near Pyin Oo Lwin,w/o,2021.0,Fatal
2021-06-13,Boeing,EI-EVE,Ryanair,0.0,Málaga-Costa del Sol Airport (AGP/LEMG),non,2021.0,Non-Fatal
2021-06-14,ATR,VT-IYX,IndiGo Airlines,0.0,Hubli Airport (HBX),sub,2021.0,Non-Fatal
2021-06-16,Let,9S-GRJ,Kin Avia,3.0,near Bukavu-Kavumu Airport (BKY),w/o,2021.0,Fatal
2021-06-18,Boeing,G-ZBJB,British Airways,0.0,London Heathrow Airport (LHR),sub,2021.0,Non-Fatal
